#Parameters = {Conductivity=2000; L=38; Thickness=0.01; W=3; depth=15}
#"Frequency / GHz"	"S1,1 (4) [Magnitude / dB]"
#---------------------------------------------
0.90152001380920	-12.063865684349
0.90350997447968	-12.025408365194
0.90549999475479	-11.985868578307
0.90749001502991	-11.945274132618
0.90947997570038	-11.903658591769
0.91146999597549	-11.861050964642
0.91346001625061	-11.817487516686
0.91544997692108	-11.773001596366
0.91743999719620	-11.727626714484
0.91943001747131	-11.681402043112
0.92141997814178	-11.634361878649
0.92340999841690	-11.586544863267
0.92540001869202	-11.537991427980
0.92738997936249	-11.488738037539
0.92937999963760	-11.438827408193
0.93137001991272	-11.388297437465
0.93335998058319	-11.337189558041
0.93535000085831	-11.285547127170
0.93734002113342	-11.233409765885
0.93932998180389	-11.180820267331
0.94132000207901	-11.127822370962
0.94331002235413	-11.074455561759
0.94529998302460	-11.020763160274
0.94729000329971	-10.966787051112
0.94928002357483	-10.912568483685
0.95126998424530	-10.858150749661
0.95326000452042	-10.803574257029
0.95525002479553	-10.748878992618
0.95723998546600	-10.694103760015
0.95923000574112	-10.639291301312
0.96122002601624	-10.584477684772
0.96320998668671	-10.529704211647
0.96520000696182	-10.475004980220
0.96719002723694	-10.420418012788
0.96917998790741	-10.365978012248
0.97117000818253	-10.311719250430
0.97316002845764	-10.257675648489
0.97514998912811	-10.203879896878
0.97714000940323	-10.150363139548
0.97913002967834	-10.097154176324
0.98111999034882	-10.044283671346
0.98311001062393	-9.9917788220259
0.98509997129440	-9.9396658987730
0.98708999156952	-9.8879691036825
0.98908001184464	-9.8367140294096
0.99106997251511	-9.7859221276986
0.99305999279022	-9.7356155524424
0.99505001306534	-9.6858148104109
0.99703997373581	-9.6365387746819
0.99902999401093	-9.5878036443815
1.0010199546814	-9.5396288195123
1.0030100345612	-9.4920262250108
1.0049999952316	-9.4450107537556
1.0069899559021	-9.3985975332767
1.0089800357819	-9.3527950889351
1.0109699964523	-9.3076161145001
1.0129599571228	-9.2630678608643
1.0149500370026	-9.2191597494498
1.0169399976730	-9.1758983230951
1.0189299583435	-9.1332899254258
1.0209200382233	-9.0913389885442
1.0229099988937	-9.0500510539464
1.0248999595642	-9.0094279612039
1.0268900394440	-8.9694722836867
1.0288800001144	-8.9301826892458
1.0308699607849	-8.8915644037301
1.0328600406647	-8.8536125085161
1.0348500013351	-8.8163286801656
1.0368399620056	-8.7797091734544
1.0388300418854	-8.7437510490642
1.0408200025558	-8.7084520463043
1.0428099632263	-8.6738073415493
1.0448000431061	-8.6398125664856
1.0467900037766	-8.6064628976913
1.0487799644470	-8.5737511463481
1.0507700443268	-8.5416732036229
1.0527600049973	-8.5102209703960
1.0547499656677	-8.4793880304865
1.0567400455475	-8.4491674134087
1.0587300062180	-8.4195501116571
1.0607199668884	-8.3905279919622
1.0627100467682	-8.3620933208780
1.0647000074387	-8.3342386856641
1.0666899681091	-8.3069533581898
1.0686800479889	-8.2802298035289
1.0706700086594	-8.2540580640871
1.0726599693298	-8.2284305353302
1.0746500492096	-8.2033370293410
1.0766400098801	-8.1787682686862
1.0786299705505	-8.1547167355973
1.0806200504303	-8.1311716786715
1.0826100111008	-8.1081239499484
1.0845999717712	-8.0855669395798
1.0865900516510	-8.0634897732167
1.0885800123215	-8.0418829846436
1.0905699729919	-8.0207419670949
1.0925600528717	-8.0000549509263
1.0945500135422	-7.9798149097804
1.0965399742126	-7.9600154684943
1.0985300540924	-7.9406467274236
1.1005200147629	-7.9217028705785
1.1025099754333	-7.9031764945469
1.1045000553131	-7.8850615759427
1.1064900159836	-7.8673503459930
1.1084799766541	-7.8500392420453
1.1104700565338	-7.8331201888787
1.1124600172043	-7.8165882722833
1.1144499778748	-7.8004388464493
1.1164400577545	-7.7846673243509
1.1184300184250	-7.7692684725389
1.1204199790955	-7.7542393295279
1.1224100589752	-7.7395750624458
1.1244000196457	-7.7252738935164
1.1263899803162	-7.7113313713235
1.1283799409866	-7.6977435280133
1.1303700208664	-7.6845115242803
