#Parameters = {Conductivity=2500; L=38; Thickness=0.01; W=3; depth=15}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
0.0099999997764826	0.18155797149614
0.015990000218153	0.18076102640984
0.021980000659823	0.17961040248564
0.027969999238849	0.17811940145146
0.033959999680519	0.17630844642595
0.039949998259544	0.17419898563749
0.045940000563860	0.17181144913659
0.051929999142885	0.16917234140675
0.057920001447201	0.16630204768803
0.063910000026226	0.16322599193027
0.069899998605251	0.15996345621006
0.075889997184277	0.15653874986048
0.081880003213882	0.15296799367113
0.087870001792908	0.14926826398778
0.093860000371933	0.14545657823742
0.099849998950958	0.14154378829542
0.10583999752998	0.13754374834291
0.11183000355959	0.13346618640169
0.11782000213861	0.12932180950531
0.12381000071764	0.12511618373561
0.12980000674725	0.12085994843241
0.13579000532627	0.11655759171578
0.14178000390530	0.11221460264912
0.14777000248432	0.10783747774227
0.15376000106335	0.10343271103903
0.15974999964237	0.099002700859597
0.16573999822140	0.094554964532510
0.17172999680042	0.090091907352029
0.17771999537945	0.085620048584055
0.18370999395847	0.081143870761388
0.18970000743866	0.076666852985396
0.19569000601768	0.072193523370590
0.20168000459671	0.067731516719191
0.20767000317574	0.063284392575641
0.21366000175476	0.058855735117397
0.21965000033379	0.054452253915294
0.22563999891281	0.050078637363033
0.23162999749184	0.045739606698648
0.23761999607086	0.041439928460328
0.24360999464989	0.037186460539698
0.24959999322891	0.032984055155704
0.25558999180794	0.028836564194663
0.26157999038696	0.024750981582214
0.26756998896599	0.020731245719800
0.27355998754501	0.016781339676667
0.27954998612404	0.012908378070199
0.28554001450539	0.0091174679888665
0.29153001308441	0.0054116748851936
0.29752001166344	0.0017966994594077
0.30351001024246	-0.0017222454074309
0.30950000882149	-0.0051419623717037
0.31549000740051	-0.0084571648476780
0.32148000597954	-0.011665106186387
0.32747000455856	-0.014760939298748
0.33346000313759	-0.017740301219367
0.33945000171661	-0.020600868351276
0.34544000029564	-0.023339776953669
0.35142999887466	-0.025952056270169
0.35741999745369	-0.028438406123356
0.36340999603271	-0.030792263547371
0.36939999461174	-0.033013241017752
0.37538999319077	-0.035100426691135
0.38137999176979	-0.037050822050563
0.38736999034882	-0.038863468587208
0.39335998892784	-0.040536374073527
0.39934998750687	-0.042070626366527
0.40533998608589	-0.043463690299890
0.41133001446724	-0.044716111663369
0.41732001304626	-0.045828452199340
0.42331001162529	-0.046799687781244
0.42930001020432	-0.047631398000647
0.43529000878334	-0.048325667365137
0.44128000736237	-0.048881477736760
0.44727000594139	-0.049300898219049
0.45326000452042	-0.049586030124708
0.45925000309944	-0.049738936507073
0.46524000167847	-0.049761708062581
0.47123000025749	-0.049657982926520
0.47721999883652	-0.049427264019264
0.48320999741554	-0.049075264390571
0.48919999599457	-0.048605738231343
0.49518999457359	-0.048020670530118
0.50117999315262	-0.047322973124461
0.50717002153397	-0.046518169117700
0.51315999031067	-0.045610436331727
0.51915001869202	-0.044602884005450
0.52513998746872	-0.043500225990216
0.53113001585007	-0.042307685591571
0.53711998462677	-0.041028450804666
0.54311001300812	-0.039668822781544
0.54909998178482	-0.038234061587235
0.55509001016617	-0.036726325911407
0.56107997894287	-0.035154010471693
0.56707000732422	-0.033520865940597
0.57305997610092	-0.031833218417983
0.57905000448227	-0.030094295957397
0.58503997325897	-0.028310981882278
0.59103000164032	-0.026487593349356
0.59701997041702	-0.024631526444342
0.60300999879837	-0.022746079787737
0.60900002717972	-0.020838171693550
0.61498999595642	-0.018912154386191
0.62098002433777	-0.016971884819297
0.62696999311447	-0.015025864517715
0.63296002149582	-0.013076948347402
0.63894999027252	-0.011131629449849
0.64494001865387	-0.0091943299332030
0.65092998743057	-0.0072694988011590
0.65692001581192	-0.0053626445110987
0.66290998458862	-0.0034782740990992
0.66890001296997	-0.0016203653652010
0.67488998174667	0.00020551937027982
0.68088001012802	0.0019963515088087
0.68686997890472	0.0037470461562005
0.69286000728607	0.0054540387566278
0.69884997606277	0.0071132101664473
0.70484000444412	0.0087209346426424
0.71082997322083	0.010272535980360
0.71682000160217	0.011768467981224
0.72280997037888	0.013201956705202
0.72879999876022	0.014571333803148
0.73479002714157	0.015874380420894
0.74077999591827	0.017108378723256
0.74677002429962	0.018269494824136
0.75275999307632	0.019357039706629
0.75875002145767	0.020370719899691
0.76473999023438	0.021305668020663
0.77073001861572	0.022162608217458
0.77671998739243	0.022940184497257
0.78271001577377	0.023634450196968
0.78869998455048	0.024248146490759
0.79469001293182	0.024780381596421
0.80067998170853	0.025229688843358
0.80667001008987	0.025595131960030
0.81265997886658	0.025877850039319
0.81865000724792	0.026077902875291
0.82463997602463	0.026196316690130
0.83063000440598	0.026232679433754
0.83661997318268	0.026187478191068
0.84261000156403	0.026063821044533
0.84859997034073	0.025860686087448
0.85458999872208	0.025580152196678
0.86058002710342	0.025225282488717
0.86656999588013	0.024794537695788
0.87256002426147	0.024292511156119
0.87854999303818	0.023719799743440
0.88454002141953	0.023079939311621
0.89052999019623	0.022375046038303
0.89652001857758	0.021606124569136
0.90250998735428	0.020776340957896
0.90850001573563	0.019889832042751
0.91448998451233	0.018947676813754
0.92048001289368	0.017954615456181
0.92646998167038	0.016911765128062
0.93246001005173	0.015822295939539
0.93844997882843	0.014691061577869
0.94444000720978	0.013520727558192
0.95042997598648	0.012313032703699
0.95642000436783	0.011072877090225
0.96240997314453	0.0098036069206994
0.96840000152588	0.0085074619485484
0.97438997030258	0.0071910766245099
0.98037999868393	0.0058540944858616
0.98637002706528	0.0045017062069876
0.99235999584198	0.0031378093233816
0.99835002422333	0.0017649864592175
1.0043400526047	0.00038673746137848
1.0103299617767	-0.00099223909531864
1.0163199901581	-0.0023698551446510
1.0223100185394	-0.0037424417976260
1.0283000469208	-0.0051063012857757
1.0342899560928	-0.0064586139378914
1.0402799844742	-0.0077977741910786
1.0462700128555	-0.0091178158626642
1.0522600412369	-0.010416934262095
1.0582499504089	-0.011692781779081
1.0642399787903	-0.012941934096910
1.0702300071716	-0.014162533065346
1.0762200355530	-0.015350945021464
1.0822099447250	-0.016505312067458
1.0881999731064	-0.017623066626765
1.0941900014877	-0.018702719726227
1.1001800298691	-0.019741654551798
1.1061700582504	-0.020737265205470
1.1121599674225	-0.021688996542458
